sample_id	0007888f-8d96-4c01-8251-7fef6cc71596	000b6b94-572d-4d06-a8f4-2e43829f83d4	000d81dd-9ba4-4852-9090-2bf22f6483f0	0016a232-4573-4e00-afdc-7b4144101ef9	00174492-1adc-4310-8147-a622befbb466	0019c951-16c5-48d0-85c8-58d96b12d330	0022cd20-f64f-4773-b9ff-a3de0b71b259	0024696f-27f5-4d5d-a933-d8c8c52146a6	00252d7f-e222-462f-badc-b97e8dce2021	002cf74b-098b-4de6-9a76-0d889c894ab6
ZNF207	30.4691	43.8545	32.4319	10.5749	18.8297	35.1737	29.8739	27.1034	19.9196	30.8509
UQCRC1	160.5894	154.9151	98.0368	278.784	93.4183	151.1933	129.7592	130.8602	84.9783	146.3849
STARD3NL	49.3774	30.2449	61.1437	20.5972	47.1687	31.6079	26.932	22.3665	54.1697	28.0528
CD9	201.3715	150.7493	71.3478	147.6451	86.22	306.9637	187.5043	224.0354	98.257	179.1101
HHATL	0.0247	0.0247	0	51.0522	0.12	0.0202	0.0183	0.0163	0	0
NCAPD2	17.2268	155.4332	28.5667	10.214	20.4225	67.891	30.8146	55.5714	20.6629	37.8281
IFFO1	2.1617	20.1842	19.3622	1.7077	14.3688	8.4733	18.5463	0.8743	10.0437	2.885
GIPR	0.8295	2.8791	1.7114	0.5037	0.5242	3.4538	1.7664	2.0118	0.0908	0.6431
PHF7	9.2152	4.1902	4.3715	2.306	2.2667	7.6156	6.1581	2.3748	1.6252	1.6758
SEMA3G	8.938	4.5561	33.7283	4.6792	12.0487	9.863	51.3442	0.568	16.9447	2.0516
NISCH	52.7523	27.0798	35.8181	33.7428	18.6183	44.5053	26.8359	14.5928	15.6545	13.923
STAB1	9.9277	30.5731	62.071	4.0992	44.6077	10.4335	20.5412	2.7962	88.6028	19.5552
FUZ	15.2037	14.6819	23.3949	25.0224	19.3667	19.0111	7.2843	1.3368	14.2658	1.0649
SLC6A13	0.0336	0.5369	354.5418	10.7382	66.8031	0.0138	0.0125	0.1772	271.136	0.0181
IDS	2.3693	4.4887	5.0883	0.7818	3.3233	3.9432	1.8185	3.8529	10.7744	1.0068
PRSS3	1.4003	0.0999	0.2227	0.2756	0.2432	0.041	0	193.5802	0.1212	81.6244
ZNF200	8.3259	4.7948	5.7145	1.5453	2.5887	8.2033	5.0452	4.6818	3.9298	4.0355
CD4	7.6003	91.8445	90.6827	11.345	55.8786	70.984	91.8375	3.0731	89.9941	31.7014
LRRC23	5.2071	15.6752	22.2547	20.366	18.587	11.2623	7.6209	1.7245	16.5749	1.6963
BTK	0.81	13.9427	8.1631	2.3288	4.15	12.6536	13.9664	0.1643	9.3338	2.6069
HFE	2.8631	15.0286	22.2592	3.997	16.4836	32.5258	13.0051	4.099	19.0043	6.7644
SCMH1	77.6904	16.4251	55.0037	23.4942	38.3038	52.0976	29.3563	12.3322	34.0487	23.6031
FYN	3.3079	29.2893	58.5443	30.2559	27.8847	15.0244	42.8802	4.7811	39.6042	5.8681
HIVEP2	7.5043	9.9889	22.47	4.1056	13.7998	11.9015	18.8706	14.5325	15.6744	19.8137
FMO1	0.6925	5.0795	108.1169	0.2999	56.463	2.9	14.5766	0.5871	21.9528	6.0687
ELOA	56.5382	33.2782	33.7544	16.2018	19.4165	32.4532	34.4957	26.1162	19.9734	20.2384
LYPLA2	188.4396	86.0569	102.865	138.0841	55.4712	68.4059	80.2199	74.6408	79.1067	89.9634
CLCN6	13.8465	11.8899	21.7988	2.3608	13.354	10.6033	8.0708	6.6353	6.2669	2.9843
MRC2	13.429	74.9073	21.9426	82.1116	13.6669	124.9311	178.5836	7.1299	20.2312	26.2356
NME1-NME2	0	0	0	0	0	0	0	0	0	0
SLC6A7	0.1166	0.3163	0.1237	0	0.036	0.0273	0.1239	4.0764	0.0135	0.0717
TSPAN9	45.1323	42.3644	96.8486	21.8573	95.2165	73.984	55.9666	5.4854	173.901	26.1256
BTBD7	12.1803	6.6022	26.5588	4.1849	18.792	18.692	10.5562	12.5393	16.9711	21.9107
APBA3	10.2516	27.1739	10.6061	9.7212	6.8132	6.9557	5.3493	5.5425	8.4433	7.5932
MKS1	6.2329	6.9835	5.2125	3.3544	4.2078	5.0575	3.554	1.5116	2.2796	3.4866
ABHD5	13.8105	8.3194	10.4828	8.5638	4.623	25.1805	15.974	15.3965	5.8245	6.2568
ANOS1	12.6992	8.0822	5.7664	9.477	1.5444	24.7619	26.8425	0.5707	5.2414	5.296
AKAP8L	32.1314	33.8787	21.3926	13.9007	11.442	20.5325	16.6696	6.4397	8.5323	11.3788
MBTD1	18.1038	28.1635	17.4953	3.0549	15.128	26.4655	9.5727	8.3338	7.2659	14.1676
UTP18	58.451	117.4148	42.4282	42.3038	35.6051	61.3798	41.4956	15.4211	27.2315	47.0043
RNF216	32.1141	49.1745	29.8565	14.8795	16.8717	41.1566	24.9734	14.5335	27.1495	39.1951
TTC19	57.4917	37.0305	33.2384	27.8168	22.4492	60.5743	27.7424	15.3695	23.119	31.5147
PTBP1	109.1374	162.583	112.633	61.1413	65.6146	150.1878	91.5295	120.0924	98.3963	148.8608
DPF1	0.5345	0.6674	0.2865	0.1125	0.0802	0.1581	0.2759	0.9007	0.0959	1.1026
SYT7	230.8635	3.4691	1.1908	3.4781	0.3213	45.7461	18.1003	14.1068	0.5334	0.8328
LARS2	11.8783	5.1986	5.8411	2.6751	3.2002	11.9988	6.6788	4.0528	3.7433	4.8497
PIK3C2A	36.9484	26.1747	66.0251	5.1263	27.8544	62.6053	30.3765	16.8286	36.1096	44.933
PLAUR	2.2545	90.1675	13.3165	20.5994	7.5261	24.9429	73.642	36.5763	10.3557	15.7202
ANLN	2.9114	21.0595	4.3928	0.2784	3.1146	15.1318	10.2571	29.942	4.9806	18.3531
WIZ	26.2067	42.5149	18.4672	6.7896	11.6375	29.9955	16.48	15.1651	23.1474	26.039
RABGAP1	75.2203	22.8657	53.8794	14.9292	22.1331	57.8694	35.8333	19.1203	24.731	36.8871
DCN	36.1415	140.8209	0.3188	9.8642	2.6069	562.973	705.5539	5.4071	1.6766	51.7296
QPCTL	37.5115	31.1227	11.8342	21.3768	11.533	14.5428	9.096	3.2937	20.2292	8.756
PPP5C	30.9425	39.1458	27.0424	23.9703	18.2481	21.4281	21.0687	15.0347	21.5215	30.3487
CEP68	8.314	20.3263	31.2003	3.6782	17.6368	23.8694	17.9658	4.4034	14.5494	5.3724
MAP4K3	22.6643	14.8355	26.9208	4.2482	14.4355	41.8889	26.9633	23.6287	20.3079	16.8065
ZBTB32	2.9401	6.498	2.5493	0.2151	1.0967	0.5966	0.7351	0.3088	0.2731	0.5461
TYROBP	32.9214	505.6409	194.4463	117.8439	205.5085	233.815	222.6172	8.7044	293.8427	153.6526
LDAF1	95.3348	39.3252	83.1317	41.4005	84.1143	129.5357	53.9139	54.9298	76.3812	91.9464
GABRA3	0.0687	12.0082	0.2039	0.0118	0.0186	0.0562	0.0255	0.0566	0.0832	0.1479
BRCA1	2.1366	14.2521	3.8312	1.2293	1.8292	11.4507	3.9682	7.3677	1.6079	8.0194
ERCC1	34.8204	32.7418	25.3153	43.0646	24.8547	44.1735	31.3044	11.1773	23.9182	26.1122
CD22	0.6011	5.2658	2.4197	7.0639	0.5747	1.2306	10.4675	0.2744	1.5589	1.6982
SEMA3B	16.7412	4.1224	3.7784	20.0798	10.8631	5.1498	9.2498	2.8841	24.0957	64.0935
MBTPS2	15.5913	10.8081	18.6992	4.0782	15.4864	21.5488	11.4789	6.8034	20.363	11.267
PRICKLE3	8.7131	36.0631	5.6429	3.223	4.1609	13.1368	6.4343	16.7742	17.8507	17.4126
LTF	2.6083	16.0087	2.0687	17.5391	2.1529	11678.8646	718.7414	5.2424	2.1352	0.5288
EXTL3	6.1891	10.8812	17.1759	5.7467	10.946	16.6939	9.9376	11.3323	18.7879	17.3317
NR1H4	0.3732	0.0196	66.8664	0	64.9857	0.0161	0	0	75.158	24.2804
ELOVL5	351.6865	121.9761	85.0146	23.6537	59.9238	481.275	347.2096	54.684	82.3484	17.3796
ALOX5	20.8061	82.1089	41.5812	79.2662	53.1006	89.5228	30.3829	10.3436	74.7073	11.3199
KDM5D	28.1427	35.6823	0.0112	0.0156	0.0407	0	0	16.0452	5.741	15.7322
CALCOCO1	43.8254	32.3475	54.3488	38.3982	44.5753	59.0656	37.3933	10.8796	38.8713	17.7267
UBR7	47.7262	28.3022	67.3251	21.4634	50.7049	51.5719	59.6253	18.6554	59.5512	27.8033
MAP4K5	24.3814	12.239	28.3512	3.7886	15.44	30.6644	41.7319	16.0407	14.599	15.199
EHD3	7.3258	13.8104	27.7812	1.6383	21.359	13.4131	23.0375	41.403	16.6389	3.37
PSMC4	150.0184	221.2523	83.7245	119.3926	58.5981	123.4656	113.298	116.9677	103.7259	106.8829
MAN2B2	28.0998	29.3693	28.0806	23.5759	13.8545	42.1586	37.5775	11.6479	15.8969	17.9964
SLC7A14	0.0068	0	0.0202	0.0047	0.0073	0.0167	0	0	0.011	0.0037
CLDN11	1.8802	0.7414	1.0283	0.8181	0.6774	1.9313	6.5476	0.2066	0.2264	1.2692
SLC25A39	235.4794	348.2453	69.4308	206.6229	53.9774	134.9863	92.6506	86.4168	83.6486	141.7613
MVP	19.5075	109.4596	161.5632	191.0638	123.9257	89.5077	110.8037	69.9048	200.3248	140.497
NUB1	53.2737	101.1892	56.3492	40.7313	36.4405	71.2991	50.3675	18.2728	52.4025	62.0073
PGM3	91.2675	20.1161	22.4948	6.0666	15.6405	21.9444	19.4626	24.873	15.0071	9.6105
RWDD2A	59.6548	12.7688	14.6246	5.9271	9.6253	13.2074	7.9845	5.9973	10.2152	2.4624
CLK1	69.2105	45.4001	92.9249	19.4774	47.7633	76.7336	75.9167	59.01	35.6545	22.7428
POLR3B	11.8674	12.6317	9.7409	3.4393	4.2486	18.0775	9.1451	7.7764	5.504	10.5365
ANGEL1	19.2987	16.4423	18.2732	5.1844	9.1602	10.1331	9.1754	7.058	8.7053	10.1972
RNF14	36.9894	21.1805	58.4765	23.9186	34.3037	64.4176	41.7545	18.6259	98.8092	20.6203
DNASE1L1	16.626	12.474	7.5788	5.3945	6.5708	6.299	10.7836	9.1781	15.8639	4.7705
DDX11	1.3202	58.9052	9.6478	0.9271	7.0009	11.7384	8.0103	8.1608	5.1037	5.5093
HEBP1	49.1241	50.1539	57.3733	75.2068	38.3768	78.9559	60.586	13.9418	69.2349	8.0995
GPRC5A	4.9289	22.1202	1.8914	148.5792	7.7596	201.9923	115.7124	143.2986	9.4403	90.577
MAMLD1	1.0406	4.8752	5.114	4.557	3.3871	3.0756	4.2417	2.1533	2.9364	0.8496
CD6	0.4784	35.082	9.5355	3.3127	5.1129	9.3736	16.9492	0.5994	6.9354	3.1025
TACC3	4.3441	37.4482	6.979	5.176	5.6267	5.1756	14.1936	16.3094	4.3447	15.6285
UFL1	67.7631	38.6621	92.4408	10.5139	53.6397	41.759	42.1263	53.3608	43.3878	38.9918
POLA2	1.9966	9.5382	1.5961	4.3119	0.9683	2.3582	2.0934	2.456	0.8579	1.2191
ZC3H3	29.6855	51.1026	23.4851	14.171	14.0033	28.3709	12.8005	28.2138	28.9066	33.2069
CAPN1	100.6872	165.3739	67.261	107.5676	55.1764	108.6132	72.3789	200.5331	84.0866	207.5872
ACP3	557.0771	3.8756	0.3955	1.4569	0.18	2.6315	0.6932	40.4056	0.7127	4.7579
MDH1	86.4455	150.0873	96.7222	83.7603	77.0927	107.3586	80.4708	56.5523	81.6314	70.6434
SLC30A9	69.7497	26.9379	61.6056	18.3253	37.1849	42.7526	32.7356	23.3629	44.2479	19.332
MTMR11	3.928	11.0244	70.6236	5.5411	47.4488	25.3239	16.2005	35.2348	21.9653	24.0399
COX15	30.9928	31.6984	43.2518	14.1972	29.2659	34.757	19.5571	17.7251	22.0159	28.1427
CCDC88C	46.9991	20.5623	11.8772	1.5054	3.747	16.334	13.4139	7.8209	4.9603	13.0363
YAF2	4.8259	6.6272	6.4909	3.4335	5.1875	7.1984	6.2714	2.6707	7.2529	2.8871
ZMYND11	88.7023	30.0141	87.1803	26.2405	43.9141	163.2468	98.6805	26.1046	45.9862	42.1739
WAS	6.1273	58.9494	28.1407	10.1272	14.6315	16.6841	37.1838	1.1146	24.351	13.238
DPEP1	1.0155	3.6155	0.6958	0.4485	1.7307	2.4733	4.5878	42.1173	51.2843	0.7846
BID	13.479	31.4081	17.8801	33.0684	12.8779	26.1287	21.0129	16.7135	23.2545	18.368
MATR3	0.9038	0.7908	2.5783	0.057	1.3503	0.9868	0.8213	0.6427	0.7585	0.925
NPC1L1	0.0947	0.3649	0.5223	0.0186	3.1807	0.2216	0.1408	0.455	0.142	75.5272
XYLT2	32.5847	79.9735	32.6554	23.5078	21.1209	32.9859	22.7632	8.2788	27.187	33.9134
RGPD5	0.01	0.01	0.0149	0	0.0054	0.0041	0.0075	0.0762	0	0.027
STMN4	0.0216	1.1671	0.0642	0.0149	0.0117	0.0709	0.2573	0	0.0349	0
NUDCD3	39.7706	35.5274	43.9313	28.0647	32.8242	54.9418	35.1856	29.1471	51.8028	37.2023
ISL1	3.1116	11.7768	0.0376	0.0174	0	0.3522	0.1881	0.8508	0	2.4232
CHDH	21.4699	11.1994	43.4762	2.8373	11.5827	46.0893	6.94	7.1211	26.6134	11.9674
IL20RA	29.1385	2.0168	0.0224	1.8684	0.0896	47.4261	11.7725	15.1114	0.219	9.7536
CLCA1	0.2153	0	0	0.0148	0	0	0	0	0	0.0116
CLCA4	0.7443	0.2272	0	0	0.0112	0.0846	0.0307	640.7311	0.0334	0.4005
GLT8D1	75.955	36.9037	31.6299	53.5617	24.6564	79.198	84.9138	16.6583	23.7321	15.8447
ATP2C1	330.4286	114.099	76.8299	13.0445	40.9916	102.4783	43.0952	27.4451	71.0215	92.0934
IGF1	0.3864	0.5615	0.4172	0.3388	0.3559	1.8769	2.7813	0.0232	0.539	2.481
SLC38A5	0.9755	22.5907	2.2644	2.5783	2.3003	15.6859	29.4314	2.4093	0.9024	8.1128
RALBP1	27.5539	66.5523	46.6815	10.6791	24.6846	81.3053	35.3498	33.4056	28.3636	33.838
RUFY3	10.1839	11.9069	26.6375	14.4968	21.3626	16.7036	17.424	10.9377	10.2006	7.4008
CNTN1	4.7275	12.6001	0.3672	0.0328	0.0308	29.6927	23.4571	4.2653	0.0307	1.295
SLC11A1	3.2856	40.1745	2.3291	1.7373	2.2683	2.5493	2.406	0.5579	4.1856	1.6134
WWTR1	19.6824	13.6366	127.5308	9.2928	95.682	53.5716	68.1983	18.5206	124.0917	16.8081
AGPS	7.6755	17.5341	46.2254	4.7714	27.0265	14.0232	20.3919	26.7744	54.6138	37.508
ZNF285CP	0	0	0.0615	0.0095	0.0224	0.0339	0.0205	0	0.0446	0.0372
STEEP1	37.0265	36.575	35.4158	25.2429	20.9643	49.9688	28.6155	14.0015	30.2133	16.6861
ATP1A2	2.3989	0.1243	0.7391	0.3274	2.4398	1.3343	1.8171	0.7686	3.71	1.1021
TTC27	15.3168	39.845	27.2865	15.0585	20.9168	42.4416	20.6049	7.4524	22.3983	14.2795
ZNF582	5.1055	0.7013	2.0528	3.107	0.9197	5.2086	4.2385	0.1683	0.9792	0.3663
VSIG2	31.9138	5.1167	7.8232	167.446	2.3953	21.2538	4.1741	10.8147	1.1534	0.7951
PHLDB1	4.8407	9.4977	17.8561	2.2158	9.9086	14.7485	24.4426	1.4326	9.6443	8.2651
MARCO	0.3428	232.7852	1.374	20.1915	1.3337	0.393	3.0581	1.2884	5.3426	2.1398
CYP24A1	0.1072	15.263	0.5836	0.2832	4.6063	0.3951	0.3454	3.653	54.2456	0.2596
PRDM11	2.2596	2.4667	3.3773	2.1062	2.3372	3.0016	1.9308	2.1103	2.4316	7.9038
SYT13	24.9458	0.0392	34.1191	8.1964	23.5667	3.2046	0.9049	25.5292	29.9431	180.1134
SNAI2	3.6707	10.2415	15.7679	0.5986	10.3175	38.1163	59.8286	8.2214	6.8057	9.4559
CD74	200.7626	4581.4775	3930.2963	2644.6709	2010.878	2035.0316	2662.8584	58.4961	2325.5967	1617.1629
HGF	19.1295	1.7446	6.758	0.146	4.383	8.1615	5.6768	0.1397	6.662	1.1678
ZRANB1	10.0957	8.8262	10.6979	1.0241	6.606	18.5306	7.7621	6.7358	6.6452	6.719
NCDN	41.1759	22.3985	27.7347	26.3908	12.6101	53.0876	26.0006	8.6398	17.6033	15.8952
ADGRA2	12.0618	14.371	36.8735	0.8594	28.1824	20.3641	32.6612	2.1825	28.7914	18.5306
CCT8L1P	0.0426	0.0425	0.1264	0	0.023	0	0	0	0	0
ZFP64	12.5316	17.6773	12.278	3.4563	7.2883	15.1523	8.8173	10.3053	10.5862	12.8435
MNAT1	16.7454	8.5202	11.2973	5.496	7.3308	9.4528	10.2219	4.7151	5.6556	13.1064
SAMD4A	3.207	4.9008	11.6322	11.5129	10.7419	5.593	7.9518	1.7071	6.7382	4.1481
RUNX3	1.0135	45.2867	24.6758	2.7731	10.7663	7.434	19.5157	14.9612	33.3703	9.6692
MRE11	14.0318	15.8544	16.8745	4.0946	10.9101	32.0836	12.883	7.5506	9.3367	8.7704
PLEKHB1	69.6896	22.2681	0.7506	34.7153	0.8275	9.7124	7.8404	26.8357	2.1116	13.2937
SERPINB1	6.5254	107.3365	118.2615	115.0487	121.5637	137.0926	89.9318	529.1279	89.1302	206.8519
CYP3A43	0.0811	0.108	0.321	0	0.2045	0.0221	0.0201	0	0	0.1891
SLC7A9	0.7955	0.4932	24.8813	0.2835	11.3252	0.2246	0.1835	3.2921	43.8605	0.1033
SPAST	8.4862	14.5071	10.2996	3.7544	5.4755	18.564	11.8191	12.0644	9.4632	9.7887
NRXN3	0.4634	0.7241	2.1522	0.0379	1.4454	0.1728	0.5798	0.2027	4.368	1.2912
OSBPL5	32.3851	12.8417	13.3644	6.3728	8.3486	34.4927	17.0225	9.1434	17.9898	4.6596
AQR	17.966	10.7018	22.7646	4.7997	11.3834	22.5547	16.2405	12.9354	15.4941	16.7064
CPS1	1.3647	2.7332	11.4458	0.0758	0.6257	1.2076	1.8417	0.5459	4.0898	9.3594
C8B	0.7304	0	0	0	0	0.0427	0	0	0	0.0281
FHL1	38.5498	22.6861	87.496	28.9373	62.2217	15.7989	58.3957	6.9584	431.6172	26.6656
RTF2	65.0377	63.3243	66.712	58.1963	54.1987	84.4693	64.8353	31.9343	93.3014	46.2783
GABRA1	0	0	0	0.0117	0.0046	0.0208	0.0189	0	0	0.0091
NLRP2	0.1016	1.2066	0.4357	0.4122	0.2562	1.174	0.663	23.0836	0.1003	0.4192
SLC45A4	8.9163	9.9493	20.7095	5.1903	13.9989	16.1147	4.6655	8.3855	12.2281	15.437
RNF10	137.5643	96.169	86.6635	54.8806	72.7674	82.2244	108.1189	80.4306	87.6325	103.2843
ZNF839	5.8133	7.1446	6.5295	2.1958	2.8178	4.3533	3.6301	1.7906	1.4619	1.9964
ZDHHC6	46.7553	40.8953	58.3744	18.6014	38.9123	59.4316	40.0332	25.4026	37.5889	23.3086
GRAMD1B	0.5341	3.2585	4.7008	2.8714	2.2317	0.7693	0.8013	3.5849	3.9897	1.4114
RNH1	79.5563	104.8662	65.9112	111.7436	49.5104	78.5456	49.3965	40.1618	58.9082	48.0386
NDUFS1	37.242	15.0114	36.9775	9.9614	19.1103	44.614	23.2965	31.9852	51.504	24.697
RB1CC1	41.1785	29.6343	42.7605	6.5007	22.7842	59.3154	33.5373	28.4381	39.6192	30.7987
ERP44	121.2887	45.0278	71.1618	46.7893	33.994	71.1016	56.1444	77.8989	59.3577	108.6602
ALAS1	66.5152	91.7406	43.0528	43.9473	33.5306	86.4313	75.566	56.9073	36.5363	69.3803
BIRC3	3.6779	84.9792	40.9367	4.4212	73.8421	32.5009	25.2013	11.1764	28.4613	19.588
AKAP11	16.5529	16.9596	35.767	3.5901	19.7161	52.7717	29.5555	28.234	27.8261	33.1823
GLRX2	38.4437	14.6854	7.8197	4.8386	6.0651	25.6452	12.6781	9.9663	10.1756	10.0228
SNAPC1	9.5917	8.8406	18.0748	9.1264	14.0947	6.8417	8.9495	3.389	7.5017	7.0547
DERA	6.6628	65.0417	88.8721	41.3652	91.3573	45.7439	35.8235	31.3401	92.7801	36.9592
STRAP	142.6573	459.5474	173.4776	103.6692	109.3625	282.3278	161.9833	143.2082	191.0201	135.462
ABCC2	0.1091	0.9538	17.7115	0.0501	14.6194	0.4989	0.311	10.9733	22.9628	1.6393
DEF6	8.2069	74.2005	23.2186	17.6666	13.111	37.3812	43.4291	16.6728	17.3164	9.3384
PLEKHO1	10.0409	48.7033	26.4771	15.3461	14.6052	24.0419	56.8981	2.0558	19.7593	11.4893
GCLM	13.1339	14.1045	30.1635	8.1617	18.7377	19.0365	18.9528	37.7264	33.7283	26.0306
UBR2	20.9922	29.9399	47.7479	7.0929	23.4785	60.192	25.87	22.8401	26.421	15.2249
EHD2	31.5536	48.4859	340.1231	87.1461	351.6438	132.2906	202.8995	63.3385	631.3013	50.122
DEPDC1	1.0139	7.0782	1.3798	0.1331	0.9524	2.8368	1.4717	9.6391	0.6921	2.0721
CCDC28A	88.2946	88.4329	117.25	146.2677	106.8875	91.0223	81.321	50.5736	114.1775	37.1196
RRAGD	35.1216	28.0714	81.7094	47.3529	50.7567	4.719	8.423	13.5493	15.5538	2.5065
HSF2	23.6491	30.7256	17.6131	5.8072	10.8095	30.6608	20.7841	11.3607	8.5141	13.2809
PHF20	28.6947	17.2537	22.7844	7.9229	13.3815	36.3304	28.2059	15.5092	29.4419	19.9124
HSD17B6	9.5354	5.6088	0.8382	22.0851	0.6102	17.9284	27.6569	0.2068	0.6586	1.0634
NR1H3	11.804	76.7186	35.4444	16.0806	32.0137	20.3105	16.5933	2.9539	20.6897	7.0204
TYMP	11.5805	333.6513	66.6812	38.5822	61.4046	39.0345	79.3256	90.593	72.3854	86.5638
NCAPH2	33.7702	33.6719	40.1215	43.6578	28.1474	16.3856	25.5344	13.1632	34.3959	18.3019
TOMM34	69.7112	108.1044	45.6325	103.3702	27.1514	88.9704	46.537	56.2826	71.2888	107.8768
SEC63	88.0991	40.9232	53.7711	27.9773	34.9137	59.5168	59.6554	35.6355	34.593	35.5423
KPNA6	54.0622	26.531	51.4724	16.7037	28.4305	62.8806	35.5391	37.3263	36.0336	58.8334
VIM	129.6553	285.6879	1084.2303	786.7871	1431.1274	391.2393	1066.1981	28.1089	1118.9836	114.8047
RTEL1-TNFRSF6B	1.5048	2.1765	0.8494	0.0162	0.5548	0.2695	0.3205	1.2145	0.1709	0.7929
FAS	12.3288	69.0985	25.8137	7.5432	23.1498	11.9163	19.6426	2.6875	11.6277	41.6086
RNASET2	5.9852	11.6151	5.6782	9.9193	4.8864	5.1746	5.5134	6.7363	34.1959	4.8454
CD44	46.7939	118.978	42.5431	68.2456	36.5344	365.4161	149.1678	84.435	44.1879	142.4605
KCNG1	8.0148	0.7231	0.0195	0.0997	0.0711	0.1078	0.137	0.6075	1.0203	0.3187
AGPAT4	0.445	1.958	3.8079	0.4719	2.3264	1.9899	3.8622	2.9047	2.4953	0.565
SLAMF7	0.5603	75.6402	21.7372	5.6483	11.1957	8.2471	21.0151	2.8684	9.0142	12.815
BTN3A1	8.3628	62.1946	117.4477	11.0001	48.8157	45.9146	33.7653	5.6589	27.5439	31.2877
MIPEP	43.0152	19.4789	17.0811	19.6504	17.312	58.5812	23.3477	15.6737	20.4517	36.2443
PRKCH	19.0146	14.9317	35.7168	7.2561	13.6513	11.6781	23.7608	10.9847	17.7669	3.557
INSRR	0.0959	0.8351	0.0203	0	0.0444	0.5836	0.4279	0.009	0.0443	0
IFNGR1	146.1397	108.8736	98.2073	45.9349	94.5392	137.7701	131.743	104.2435	129.453	137.0804
B4GALT7	31.4539	19.6587	19.9968	30.648	13.5241	15.8395	18.3232	5.2215	23.4425	15.2597
SH2D2A	0.4565	37.6478	10.6728	2.6337	4.7947	2.1025	9.2899	4.7972	5.6905	6.3865
VRK2	13.4415	221.0347	13.513	2.044	7.9074	33.1203	14.1795	12.883	12.7944	11.3062
TNFRSF1B	9.5824	140.8003	95.5473	29.9547	43.4555	33.6581	88.9388	20.5488	84.467	30.0261
VEZT	40.388	33.3706	28.6879	13.274	23.7106	58.6968	30.8668	17.1655	26.3395	52.6685
POU2F2	0.652	5.3284	6.1575	1.8292	2.131	3.9046	6.0913	1.2484	3.7809	8.7039
BRD9	13.7842	69.7602	12.575	9.8924	10.1351	14.0255	11.7571	9.0207	10.3903	8.3977
SNX1	82.8614	33.2067	59.4964	133.7845	36.6114	50.0827	52.6787	19.5674	36.3974	29.9503
TBPL1	16.9286	15.8659	8.3142	4.404	4.6009	7.9446	9.6627	6.6867	3.8831	10.4646
BMAL2	0.5817	43.4408	3.5149	1.2867	1.9358	2.7829	7.7162	39.934	1.673	16.7612
BCLAF1	56.702	44.7627	59.8622	17.1245	32.2984	96.9295	60.3514	45.6132	39.0712	51.963
SLC39A9	150.0764	34.1397	64.9186	15.2354	53.7263	63.8676	55.1789	37.9477	49.5845	64.4606
ANK1	0.4818	0.8901	2.0185	0.141	3.7773	0.1892	1.001	0.309	7.0359	0.8205
IBSP	0.5437	1.5388	0	0.0624	0.4162	0.7049	5.7596	0.9859	0.4024	0.8289
TFB1M	5.5645	8.5028	7.4117	7.4165	5.5177	12.4777	7.3718	5.1783	3.6958	11.2036
RABEP1	57.8575	21.8143	28.1914	7.456	12.8045	156.2641	49.7319	9.0738	20.9444	20.0957
HMGB3	31.6447	74.4656	7.4874	15.4793	7.5961	15.223	56.2441	31.7332	7.7488	43.2096
NUP160	19.4365	35.4215	35.9111	5.9539	24.9858	36.5073	21.6783	14.0279	21.0848	15.2576
BAK1	18.3316	42.7085	21.3315	12.2299	14.8162	31.5266	26.8023	50.5414	24.8205	71.7757
MUSK	0.0155	0.0621	0	0.0054	0.0084	0.0191	0.179	0.0461	0.0063	0.0376
IKZF2	10.9284	2.3905	7.6409	3.4336	3.3666	15.5476	5.5492	21.0127	4.7347	3.6814
GRN	355.8766	877.1274	307.5124	505.9065	252.0849	335.7363	310.4489	458.6666	493.2764	538.1911
FAM13B	12.1216	7.3095	28.9977	3.9953	11.7322	34.1932	18.8331	6.2745	26.4674	22.7687
ARHGAP31	3.8772	18.6827	48.1468	4.4781	19.3791	31.5879	36.5458	3.1533	45.2286	6.0671
CENPQ	12.7711	17.7059	12.0928	4.1737	8.8482	18.9049	14.3638	13.766	5.2559	4.6918
SARS1	132.6786	73.8181	161.4572	212.7925	115.7549	154.9977	105.4406	65.6004	120.1842	77.367
RANBP3	22.7912	48.6245	22.9924	25.7785	15.4719	32.9999	27.4979	15.1364	21.1185	20.7022
ARID4A	15.7281	9.1558	31.7858	4.014	15.0913	18.9745	16.1314	16.6487	14.4706	19.2701
EIPR1	19.1267	26.7326	12.2933	17.1492	9.4075	16.0602	12.4238	13.2777	8.447	9.1401
PNPLA6	16.7786	54.9868	26.8	37.1537	18.3496	25.4911	17.0835	17.5676	35.9559	17.9672
IFT88	15.8575	5.3314	15.1638	7.9786	11.6764	23.2985	12.0871	10.2393	8.6197	6.5744
ALG1	13.0726	9.0543	9.7429	5.6244	8.2515	15.0065	9.4828	5.8633	26.574	9.3204
ZCCHC8	10.6213	13.4581	15.9999	3.6372	13.1762	9.1005	10.4686	7.4572	10.8604	13.3352
ABCF2	12.1583	19.5577	8.6557	15.306	4.5545	12.253	12.9835	7.2431	7.9776	13.7399
CHPF2	53.5033	58.6971	46.47	29.9487	25.2501	69.5568	65.4304	30.8335	37.8012	49.7589
LRRC7	3.3067	0.3412	1.3593	0.0147	0.9281	0.0777	0.0741	0.0454	0.0517	0.0332
FUT8	6.3337	10.246	8.4625	8.4526	7.1492	35.277	50.7717	9.9834	23.1076	27.0966
